timestamp,device_id,temp_c,rh_percent,pressure_iwg,cu_incr_A_per_24h,ag_incr_A_per_24h,cu_cum_A,ag_cum_A,event_flag,sensor_valid,isa_class
2026-03-17 10:48:00,OG_LAB_101,22.192932199117255,49.012038262533466,0.09408850687962199,,,,,0,False,G1
2026-03-17 11:03:00,OG_LAB_101,21.948039076475855,51.725426574275986,0.08713042075659401,,,,,0,False,G1
2026-03-17 11:18:00,OG_LAB_101,22.454732406431216,51.247395988842506,0.09636705373948087,,,,,0,False,G1
2026-03-17 11:33:00,OG_LAB_101,22.576172526195155,53.76805898291908,0.08951738658542703,,,,,0,False,G1
2026-03-17 11:48:00,OG_LAB_101,21.956500798798444,51.46862059194441,0.08791219521761376,,,,,0,False,G1
2026-03-17 12:03:00,OG_LAB_101,22.184719570770692,51.459555620815706,0.09201996903005205,,,,,0,False,G1
2026-03-17 12:18:00,OG_LAB_101,22.598288488144345,50.79824734938705,0.08007486117204886,,,,,0,False,G1
2026-03-17 12:33:00,OG_LAB_101,22.559642128767,51.95725416183235,0.08908822819154867,,,,,0,False,G1
2026-03-17 12:48:00,OG_LAB_101,22.696720151321085,51.68019265953369,0.09756664683561733,13.173061518600573,7.621762972017233,1.1695414210528496,0.6873191209355526,0,True,G1
2026-03-17 13:03:00,OG_LAB_101,22.558233235214136,52.359734167584556,0.0879763633019743,15.399516572951148,8.233737545547454,1.3299530520210907,0.7730872203683385,0,True,G1
2026-03-17 13:18:00,OG_LAB_101,23.03296351247955,50.134566977005456,0.08199022549935117,10.710693840992068,7.732154210286587,1.4415227795314247,0.8536304933921571,0,True,G1
2026-03-17 13:33:00,OG_LAB_101,23.064002747464855,50.115489968105656,0.08025487879369764,9.803759286086915,7.817312768335272,1.5436452720948302,0.9350608347289828,0,True,G1
2026-03-17 13:48:00,OG_LAB_101,22.94484786158703,49.916736895451564,0.07987136254430917,10.306486729060621,9.072304167098658,1.6510045088558782,1.0295640031362605,0,True,G1
2026-03-17 14:03:00,OG_LAB_101,23.247228072316297,51.27078839665344,0.0798355262369655,13.287191719593077,6.303139894854396,1.7894127559349728,1.0952217103743271,0,True,G1
2026-03-17 14:18:00,OG_LAB_101,23.132399775949803,51.92725241291542,0.07811254228841996,13.284664220539412,8.403677608724067,1.927794674898925,1.182760018798536,0,True,G1
2026-03-17 14:33:00,OG_LAB_101,22.853106051419335,49.36400721104322,0.08489570474137204,11.690287540553332,9.224674596679709,2.0495685034463555,1.2788503791806165,0,True,G1
2026-03-17 14:48:00,OG_LAB_101,23.182438898970418,49.16925490836047,0.06801961464391322,10.013163380456145,4.8293110744236465,2.1538722886594406,1.3291557028725296,0,True,G1
2026-03-17 15:03:00,OG_LAB_101,22.893724941366834,49.80020750407466,0.08261867337843712,12.870447481187824,7.715723778096247,2.2879394499218138,1.4095278255610322,0,True,G1
2026-03-17 15:18:00,OG_LAB_101,23.35979036544693,48.85379117592917,0.07420729147578874,9.690065476625689,6.401705472944084,2.388877631969998,1.4762122575708663,0,True,G1
2026-03-17 15:33:00,OG_LAB_101,23.157165569132783,49.998794108598496,0.07780088490276242,13.606964938272297,7.014998723243466,2.530616850077001,1.5492851609379856,0,True,G1
2026-03-17 15:48:00,OG_LAB_101,23.139959844836852,45.845308329057524,0.06785016012752229,14.819010415936614,5.084764155627255,2.684981541909674,1.6022514542257695,0,True,G1
2026-03-17 16:03:00,OG_LAB_101,23.031011276518484,47.23131568716165,0.08167983525807382,11.392960089388493,6.4449607089716885,2.803658209507471,1.6693864616108913,0,True,G1
2026-03-17 16:18:00,OG_LAB_101,23.492837092211765,46.94657987852472,0.0803047629870105,11.671734972503085,9.41532702403676,2.9252387821377113,1.767462784777941,0,True,G1
2026-03-17 16:33:00,OG_LAB_101,23.162196767702724,44.75081393411449,0.07774209970838021,9.293565768512387,4.114041158703275,3.0220467588930484,1.8103173801811,0,True,G1
2026-03-17 16:48:00,OG_LAB_101,23.091206321014486,46.01778039361748,0.06208395458640858,7.943192206780149,4.798610682542499,3.1047883443803417,1.8603029081242513,0,True,G1
2026-03-17 17:03:00,OG_LAB_101,23.099101188441004,45.70555453651805,0.07537293713684254,9.486317892669154,4.364126160089897,3.203604155762312,1.9057625556251876,0,True,G1
2026-03-17 17:18:00,OG_LAB_101,23.29590727370785,46.184287739157156,0.07209418504136823,8.973700208457089,9.096223012127435,3.2970801996004067,2.0005148786681817,0,True,G1
2026-03-17 17:33:00,OG_LAB_101,23.235397262458967,47.376939148498664,0.059344526661080435,9.00811929841576,6.300949608104619,3.390914775625571,2.0661497704192713,0,True,G1
2026-03-17 17:48:00,OG_LAB_101,23.2213695439127,45.35861470163237,0.06818867526994034,12.948500518838536,6.259302806582223,3.5257949893634724,2.1313508413211695,0,True,G1
2026-03-17 18:03:00,OG_LAB_101,23.195527868332146,44.02422351528581,0.06992992557049083,10.284255130009376,5.27645633713014,3.6329226469677365,2.186313928166275,0,True,G1
2026-03-17 18:18:00,OG_LAB_101,23.571266690428956,44.8002485282921,0.07053991690352764,10.738840688215195,4.707814384906471,3.7447855708033115,2.2353536613423843,0,True,G1
2026-03-17 18:33:00,OG_LAB_101,22.920344703020334,45.7355590223762,0.06778257681289326,10.014148764524204,6.0459089342130765,3.849099620433772,2.2983318794071037,0,True,G1
2026-03-17 18:48:00,OG_LAB_101,22.851200355837257,42.91559828657094,0.06803881170695754,9.222783064618167,9.24069915092809,3.945170277356878,2.394589162229271,0,True,G1
2026-03-17 19:03:00,OG_LAB_101,22.73091604881273,42.60816787602637,0.07476420838447642,10.73098756325953,7.471090508565145,4.056951397807498,2.4724130216934914,0,True,G1
2026-03-17 19:18:00,OG_LAB_101,23.022173235113637,43.99078848530373,0.07297014216030492,9.764402444698915,4.549428320584067,4.158663923273111,2.519802900032909,0,True,G1
2026-03-17 19:33:00,OG_LAB_101,23.089664143761233,42.681550142255475,0.048164610971098684,10.45378125667423,6.682107058901251,4.267557478030135,2.589408181896464,0,True,G1
2026-03-17 19:48:00,OG_LAB_101,22.73223017817518,43.360028433177256,0.06327797236418066,9.391246250728363,4.483498167602628,4.365382959808555,2.6361112878089914,0,True,G1
